speaker,text,start,end,image_description,confidence,emotion,emocional_confidence,answer_gpt_l_q,video_id,whisper_model,processing_time
SPEAKER_00," Do porquê nós criamos o Foro de São Paulo.  Porquê que nós discutimos a criação do Foro.  A primeira coisa é que em 1985  eu tinha consciência de que jamais  a gente poderia chegar ao poder pela via do voto,  pela via democrática.  De que jamais a gente poderia chegar ao poder  pela via do voto, pela via democrática.",0.0,31.54,"A imagem parece ser de um evento político, possivelmente uma cerimônia ou reunião pública. Há um homem falando em um palco, segurando um microfone, e ao fundo há uma pessoa sentada. O texto em destaque na imagem é ""ALGUÉM PODE DIZER SE ESSA FALA É... ANTIDEMOCRÁTICA?"" e há um logotipo com a palavra ""BOLSONARO"" e a imagem do Brasil. O contexto sugere que o evento está relacionado à política brasileira, possivelmente envolvendo o nome ""Bolsonaro"". O grau de confiança é 0.95.",0.95,triste,média,"['raiva', 'triste', 'triste']",113,large-v3,
SPEAKER_01," Nem traficante, nem mega corrupto, ninguém pega uma pena dessa, mano.  Olha só, olha só.  No dia de diplomação, um ministro passa perto do Alexandre de Moraes e fala  Missão dada, missão cumprida. Ué, que missão é essa?  Depois um ministro faz esse sinal.  Se sou eu, seria pra m****** alguém.  Lá não tem problema nenhum. Zero problema.  Um outro ministro diz, nós derrotamos o Bolsonaro.",0.0,23.96,"A imagem mostra um grupo de homens em trajes formais, possivelmente juízes, sentados em uma sala de audiência. Acima deles, há uma projeção de um rosto masculino em grande escala. O texto em português na imagem diz: ""BOMBA! BOLSONARO FAZ CRÍTICAS AOS MINISTROS E ECLAMMA POR ANISTIA"". O logotipo do TikTok está presente na esquina inferior esquerda, indicando que a imagem foi compartilhada em uma plataforma de mídia social. O contexto sugere que o vídeo foi capturado durante uma transmissão de TV ou um evento relacionado à mídia, possivelmente envolvendo críticas políticas. O grau de confiança é 0.9.",0.9,raiva,média,"['raiva', 'raiva']",40,large-v3,
SPEAKER_01," Se fosse o PT, tudo bem.  Mas o ministro não pode falar isso.  Como ele derrotou? Ele fez o quê?  E no dia em que me reuni com o embaixador, ele foi multado em 20 mil reais no meu CPF.  O partido não pode pagar. Eu tive que pagar a prioridade pra mim, a Anistia.  Pra essas pessoas que estão presas, inocentes, cada segunda é uma eternidade.  Imagine vocês aqui, a mãe aqui, ir dormir e acordar sem o filho do lado.  Você que é pai, como esse lá de Jiparaná, que vê aqui a esposa com seis filhos.",24.04,50.18,"A imagem parece ser uma captura de tela de um vídeo de uma transmissão de TV ou de uma postagem em uma rede social, possivelmente TikTok, como indicado pelo logotipo no canto inferior direito. A imagem mostra uma cena com várias pessoas vestidas com roupas formais, possivelmente jurídicas, sentadas em uma sala. No topo da imagem, há um texto em português que parece ser uma transcrição de uma fala ou um título de notícias, mencionando ""Bomba!"" e ""Bolsonaro faz críticas aos ministros e clama por anistia"". No canto inferior direito, há o nome ""maksilon"" associado ao logotipo do TikTok. O contexto sugere que pode ser uma cobertura de um evento político ou judicial, possivelmente envolvendo o presidente Bolsonaro. O grau de confiança é 0.9.",0.9,triste,média,"['raiva', 'triste', 'triste']",40,large-v3,
SPEAKER_01," Tá pensando o quê? Vou tocar entre os seus filhos.  Como é que estão sendo a vida deles no dia a dia?  O cara lá no presídio aqui, por quê?",50.24,57.82,"A imagem parece ser uma captura de tela de um vídeo de mídia social, possivelmente TikTok, com uma figura central e vários outros homens ao fundo. O texto em português sugere que a figura central está fazendo críticas aos ministros e pedindo anistia. Há também uma menção a ""Bomba!"" e ""TikTok"" no canto inferior direito. O contexto sugere que pode ser um vídeo de notícias ou comentários políticos. O grau de confiança é 0.8.",0.8,raiva,baixa,"['raiva', 'neutro']",40,large-v3,
SPEAKER_01," Porque o MP pediu três vezes a libertação dele.  É justo isso que está acontecendo? Essas condenações absurdas?  Nem traficante, nem mega corrupto, ninguém pega uma pena dessa.",57.82,67.32,"A imagem parece ser uma captura de tela de um vídeo de uma cerimônia ou evento formal, possivelmente judicial, dada a presença de pessoas vestidas com roupas formais e um fundo que sugere um ambiente institucional. No centro, há uma figura que parece estar falando ou sendo entrevistado. No fundo, há um grupo de homens em trajes formais, possivelmente juízes ou membros de um tribunal. O texto em português sugere que o vídeo está relacionado a críticas feitas por Bolsonaro aos ministros e a um pedido de anistia. Há também o logotipo do TikTok e o nome ""maksilon"" no canto inferior direito, indicando que o vídeo foi compartilhado na plataforma. O contexto sugere que o vídeo pode ter sido compartilhado em um contexto político ou judicial, possivelmente relacionado a uma discussão sobre políticas ou decisões judiciais. O grau de confiança é 0.9.",0.9,raiva,média,"['raiva', 'triste', 'raiva']",40,large-v3,
SPEAKER_00," Eu sou a Mecheila, eu não sou muito, eu já apareci aqui nas redes sociais, às vezes uma foto, mas hoje eu vim aqui até vocês, desculpa a aparência, eu tô gripada, eu tô com conjuntivite, mas o que importa hoje não é a aparência e sim a informação, então vamos lá.  Vocês estão sabendo das modificações feitas pelo STF que diz que é pra agilizar e pra transparência da votação? Não? Então toma cuidado.  Gente, antes a gente ia pra urna e como era a votação? Você apertava o 22, né, e aí aparecia a foto do seu candidato e você apertava confirma na tecla verde e ok, beleza.  Como é agora? Eles criaram um delay, eles diminuíram a urna, aumentaram a tela e colocaram no rodapé, aqui embaixo da tela, uma informação que diz, confira o seu voto.  Então você aperta o 22, esse sinal luminoso começa a aparecer e se você apertar na tecla verde, porque não é confirma, é confira, você perde o seu voto, o seu voto é anulado, tá bom?  Então assim, o TSE, ele não está divulgando essa informação que é extremamente importante para os eleitores, tá tudo na moita, tá tudo escondido, tá bom?  Então...  Deputados, senadores, presidente, gente, acorda, o eleitor, ele precisa estar atento a essa mudança.  Gente, esse delay em cada candidato que você vai votar, a cada três votantes, cerca de um minuto vai ser despendido.  Então, acabou a celeridade, tá? Acabou uma série de coisas.  Então, estejam atentos.  Vão com calma para essa eleição e mais do que isso, por favor, as pessoas que não sabem ler nem escrever, as pessoas idosas, as pessoas mais distraídas, todas essas pessoas têm que ser informadas em como votar.  Não é mais como antes.  Não é só apertar o 22 e confirma.  Se você fizer isso, não só com deputado, senador e presidente, você vai perder o seu voto.  De nada vai adiantar a gente ir para a rua, de nada vai adiantar a gente escolher com todo carinho.  Os nossos candidatos, porque a gente vai perder o voto de todos eles.  A gente vai perder de estar elegendo quem a gente quer.",0.0,152.28,"A imagem mostra uma pessoa com cabelo curto e escuro, vestindo um top marrom. O fundo é simples, com uma parede branca e uma lâmpada de mesa rosa. Não há textos ou logotipos visíveis na imagem. O contexto pode sugerir uma conversa em vídeo, possivelmente em uma plataforma de mídia social ou uma reunião online. O grau de confiança é 0.7.",0.7,triste,média,"['raiva', 'triste', 'triste']",17,large-v3,
SPEAKER_00," Vamos entender porque o Padme é um programa que já começa falido, não tem nenhum benefício para os estudantes",0.0,4.9,"A imagem parece ser uma montagem ou compilação de fotos de um evento político ou de campanha, possivelmente em um país de língua portuguesa, dada a presença de textos em português. Há pessoas vestindo camisas azuis com o logotipo ""Pé de Meia"" e o nome ""Ludmilla Costa Oliveira"". Um texto em destaque diz ""POR QUE O PÉ DE MEIA É FALIDO"", sugerindo um debate ou críticas ao programa. Há também um logotipo do TikTok e um nome de usuário associado. O contexto sugere que pode ser uma transmissão ao vivo ou um vídeo de mídia social, possivelmente relacionado a uma discussão sobre políticas públicas ou programas sociais. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'triste', 'neutro']",163,large-v3,
SPEAKER_00," e até mídia de esquerda já estão criticando ele.  O MEC afirma não saber por onde passa o dinheiro que é pago por esses alunos, sendo que quem cadastra os alunos é o MEC.",4.9,12.72,"A imagem mostra uma grande multidão em um evento, provavelmente um show ou encontro público, com pessoas levantando os braços e aparentemente animadas. No centro da imagem, há uma pessoa com um sorriso largo e um gesto de agradecimento ou cumprimento. No canto inferior esquerdo, há um microfone, sugerindo que a pessoa está falando ou cantando. No canto inferior direito, há um logotipo do TikTok e um nome de usuário ""@hugolm170884"". O contexto sugere que o evento está sendo transmitido ou gravado para compartilhamento em redes sociais, possivelmente TikTok. O grau de confiança é 0.95.",0.95,raiva,baixa,"['raiva', 'triste', 'neutro']",163,large-v3,
SPEAKER_00, E a gente sabe que isso é só um curral eleitoral para capturar votos. Os alunos vão continuar com essa educação.,12.86,17.5,"A imagem parece ser uma montagem com elementos de mídia social, possivelmente uma postagem em uma plataforma de redes sociais. Há uma imagem de um homem sorrindo em primeiro plano, com uma multidão ao fundo, vestindo um uniforme azul. Abaixo, há um microfone, sugerindo que o homem pode estar falando ou gravando um áudio. No canto inferior direito, há um logotipo da UOL, uma plataforma de mídia brasileira. O texto ""POLÍTICA"" está presente, indicando que o conteúdo pode estar relacionado a assuntos políticos. O texto abaixo, ""MEC diz ignorar onde estão alunos do Pé-de-Meia, propagandeados por Lula"", sugere que o conteúdo pode estar envolvendo uma discussão sobre educação ou políticas educacionais, possivelmente relacionado a uma campanha ou evento político. O contexto sugere que a imagem pode ter sido compartilhada em uma plataforma de mídia social, como Facebook ou Twitter, e o grau de confiança é 0.8.",0.8,raiva,baixa,"['raiva', 'triste', 'neutro']",163,large-v3,
SPEAKER_01, Me fala um verbo.,17.64,18.76,"A imagem mostra dois homens em uma rua ao ar livre. Um está sendo entrevistado por outro que segura um microfone. O entrevistador usa uma camiseta azul e um boné preto. O entrevistado usa uma camiseta branca com um mochila preta. Há textos em português na imagem, incluindo ""CITE UM VERBO"", ""CERTO"", ""ERRADO"", e ""TikTok"". Há também um nome de usuário ""@DOUGLASMARTINS_OFICIAL"" e um número de telefone ""@hugolm170884"". O contexto sugere que pode ser uma gravação de uma entrevista ou um vídeo de uma rede social, possivelmente TikTok, com um enfoque em linguagem e gramática. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'triste', 'neutro']",163,large-v3,
SPEAKER_00," Caraca, mano. Nem português eu estudo. Minha casa.",20.04,24.08,"A imagem mostra dois homens em uma rua ao ar livre. Um está sendo entrevistado por outro que segura um microfone. O entrevistador usa uma camiseta azul e um boné preto. O entrevistado usa uma camiseta branca com um mochila preta. Há textos em português na imagem, incluindo ""CITE UM VERBO"", ""CERTO"", ""ERRADO"", e ""TikTok"". Há também um nome de usuário ""@DOUGLASMARTINS_OFICIAL"" e um número de telefone ""@hugolm170884"". O contexto sugere que pode ser uma gravação de uma entrevista ou um vídeo de uma rede social, possivelmente TikTok, com um enfoque em linguagem e gramática. O grau de confiança é 0.9.",0.9,neutro,baixa,"['neutro', 'raiva', 'triste']",163,large-v3,
SPEAKER_00," E o Brasil, como é um país onde o poste mijando o cachorro, alunos como esses nunca vão passar em cursos concorridos  que possam de fato mudar a vida deles.  Mas muitos vão dizer, ah, mas existe cotas. As cotas são só 10%.  A maioria das vagas são para pessoas que têm dinheiro e têm condição de pagar uma faculdade particular,  mas continuam tomando vagas do ensino público.  E essa lógica de quem tem condição de pagar uma educação e tomar a maioria das vagas de cursos bons também é falida,  porque existem mais pobres nesse país do que quem tem dinheiro.  Em vez de eles pegarem esses 16 bilhões e investirem numa educação de qualidade, de base,  para que eles possam chegar lá e concorrer, por exemplo,  contra pessoas que não têm dinheiro, eles vão pegar esses 16 bilhões e investir numa educação de qualidade,  e as pessoas que fazem medicina, eles preferem dar dinheiro para aluno que não quer estudar  e só vai para a escola para ganhar esse dinheiro.",24.26,66.02,"A imagem mostra uma pessoa em frente a um microfone com um design de grade colorida, possivelmente em um ambiente de gravação ou transmissão ao vivo. O logotipo do TikTok está presente na imagem, indicando que a gravação pode estar relacionada à plataforma. A pessoa está usando um suporte para o microfone e parece estar falando ou gravando. O contexto sugere que pode ser uma transmissão ao vivo ou um vídeo para o TikTok. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'feliz', 'triste']",163,large-v3,
SPEAKER_00," Quem não sabe, no governo passado, o malvadão tinha isentado os impostos de combustíveis.",0.0,6.36,"A imagem parece ser uma captura de tela de um vídeo do TikTok Lite, indicado pelo logotipo no canto superior esquerdo. O nome do perfil do usuário é ""chocolateexpresso"". A imagem mostra um homem falando em um estúdio de gravação, com um microfone em frente a ele e fones de ouvido. Há uma placa com texto em português na parede do fundo, mas o conteúdo não é totalmente visível. A parte inferior do vídeo exibe o texto ""Pra quem não sabe,"" em destaque amarelo. O contexto sugere que o vídeo pode ser um podcast, uma transmissão ao vivo ou um vídeo de conteúdo pessoal. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'triste', 'neutro']",147,large-v3,
SPEAKER_01," Não tinha não, calma lá. A história é mais que isso.  O que ele fez foi uma medida eleitoreira.  Então, Estados, vamos desonerar o ICMS dos combustíveis.",6.56,14.9,"A imagem parece ser uma captura de tela de um vídeo do TikTok Lite, indicado pelo logotipo no canto superior esquerdo. O texto ""no governo passado"" está em destaque em amarelo, sugerindo que o vídeo pode estar relacionado a uma discussão ou análise sobre o governo anterior. Há três pessoas visíveis: uma no topo com fones de ouvido, outra no meio com um fundo branco e outra no fundo com um microfone e fones de ouvido. O contexto sugere que pode ser um vídeo de discussão ou análise política, possivelmente em português brasileiro. O grau de confiança é 0.8.",0.8,neutro,média,"['raiva', 'neutro', 'neutro']",147,large-v3,
SPEAKER_01," Até quando? Até dia 31 de dezembro.  Qualquer que fosse o presidente que entrasse depois do Bolsonaro, lidaria com o aumento do ICMS.  Por quê? Porque essa armadilha foi preparada pelo próprio mito.",15.02,26.0,"A imagem mostra o logotipo do TikTok Lite em um fundo preto. O logotipo é composto por uma nota musical em forma de ""t"" com cores azul e vermelho. Abaixo do logotipo, há o texto ""TikTok Lite"" em branco. O contexto sugere que a imagem está relacionada a uma versão mais leve do aplicativo TikTok, possivelmente para dispositivos com menos recursos. O grau de confiança é 1.",1.0,raiva,média,"['raiva', 'raiva', 'neutro']",147,large-v3,
Unknown, Legenda por Sônia Ruberti,30.0,30.3,"A imagem mostra o logotipo do TikTok Lite em um fundo preto. O logotipo é composto por uma nota musical em forma de ""t"" com cores azul e vermelho. Abaixo do logotipo, há o texto ""TikTok Lite"" em branco. O contexto sugere que a imagem está relacionada a uma versão mais leve do aplicativo TikTok, possivelmente para dispositivos com menos recursos. O grau de confiança é 1.",1.0,neutro,média,"['neutro', 'neutro']",147,large-v3,
SPEAKER_00," Guarda o que eu vou dizer pra vocês.  Salva esse vídeo,  porque ele vai entrar pra história.  Eu garanto pra vocês,  eu dou a minha palavra pra vocês,  que é impossível Alexandre não sofrer  alguma condenação das diversas que tem aqui.  Se não todas, 80% delas ele vai sofrer.  Mas eu garanto que todas,  que o americano não apresenta processo  sem um embasamento firme, real e contundente.",0.0,22.48,"A imagem parece ser uma captura de tela de um vídeo do TikTok, indicado pelo logotipo no canto inferior esquerdo. O texto em português na imagem diz: ""Eu dou a minha palavra a vocês"". Abaixo desse texto, há uma faixa preta com o texto ""DENÚNCIA"" em branco, sugerindo que o vídeo pode estar relacionado a uma denúncia ou a uma declaração de algum tipo. O contexto sugere que pode ser um vídeo de denúncia ou de um comunicado de alguém em um ambiente formal, talvez em um escritório, dado o traje do indivíduo e o ambiente ao fundo. O grau de confiança é 0.9.",0.9,raiva,alta,"['raiva', 'raiva', 'raiva']",20,large-v3,
SPEAKER_00," Não é esse achismo e tal que...  que esse excremento faz.  Então, anotem.  A vida dele está acabando.  Dele, dos filhos, da família,  estão todos já, a partir de hoje,  impedidos de entrar nos Estados Unidos.  E a partir de hoje, tudo bloqueado.  E o Marco Rubio já vai fazer a comunicação  pra todos os países aliados aos Estados Unidos.  Até porque o Marco Rubio é o que vai liderar  a Comissão de Segurança da ONU,  já vai comunicar que esse excremento  é um antidemocrático, é um ditador  e um violador dos direitos humanos.  Essa, você não esperava, né?  Você subestimou, né?  E tem ainda o crime cometido  da falsificação da entrada do Felipe Martins, né?",22.7,69.5,"A imagem parece ser uma captura de tela de um vídeo em uma plataforma de mídia social, possivelmente TikTok, indicado pelo logotipo no canto inferior direito. O texto em português sugere que o vídeo é de uma denúncia ou declaração pública, com frases como ""Eu dou a minha palavra a vocês"" e ""Todos os países aliados dos Estados Unidos"". O contexto sugere que o vídeo pode ser de um político ou líder público fazendo uma declaração ou denúncia. O grau de confiança é 0.8, pois a imagem sugere uma declaração pública, mas não há mais contexto para confirmar a veracidade do conteúdo.",0.8,raiva,média,"['raiva', 'feliz', 'raiva']",20,large-v3,
